0,479
1,40
2,60
3,66
4,54
5,44
6,30
7,48
8,21
9,30
10,28
11,16
12,20
13,13
14,11
15,7
16,10
17,4
18,3
19,4
20,1
21,4
22,1
23,1
25,1
26,2
28,1
30,1
